Region,RegionName,RicBin,meanRic,EveBin,meanEve,meanResistance,meanRecovery,meanResilience,N
1,ZH/EPlateau/Zimmerberg,1,0.00128797059332051,16,0.825387977872421,-3.78533266763145,15.7863768974849,-1.87120649420895,196
1,ZH/EPlateau/Zimmerberg,1,0.0012979527075422,17,0.835491692667202,-5.48980942794314,19.4982985472255,-3.16928767698487,190
1,ZH/EPlateau/Zimmerberg,1,0.00130484645215428,18,0.845842196704869,-10.5868218853175,25.8961167919132,-6.54055729511593,110
1,ZH/EPlateau/Zimmerberg,1,0.00122372209998575,19,0.855890130370182,-11.0876683998765,24.141152135267,-3.78028947109548,69
1,ZH/EPlateau/Zimmerberg,1,0.00114874855236918,20,0.86787884379091,-21.4359925370039,44.1765750449457,-6.56544508365308,72
1,ZH/EPlateau/Zimmerberg,2,0.00245210068784324,1,0.673820385336176,-24.7145263645712,52.8179459957579,-6.59431248983848,16
1,ZH/EPlateau/Zimmerberg,2,0.00238871840251676,2,0.683198774890285,-12.1213427159021,23.3549703229924,-5.84223631558854,13
1,ZH/EPlateau/Zimmerberg,2,0.00229922034581969,3,0.692031119119149,-6.1397410371053,15.015338897895,-2.06353707440929,13
1,ZH/EPlateau/Zimmerberg,2,0.00228298333280296,4,0.701750792486629,-8.05062083922812,17.0770940931875,-4.11055678745606,25
1,ZH/EPlateau/Zimmerberg,2,0.00240596027196998,5,0.712648907023439,-11.992630326876,21.2889293433316,-3.67928790194691,59
1,ZH/EPlateau/Zimmerberg,2,0.00249291544019292,6,0.723281580286053,-10.5683289696758,21.8484555122751,-5.04927684750817,69
1,ZH/EPlateau/Zimmerberg,2,0.00243758044732929,7,0.733373478028359,-13.4708716756312,25.5417026769719,-3.99777101515086,100
1,ZH/EPlateau/Zimmerberg,2,0.00243756268022815,8,0.743850565829244,-10.4133988207737,20.3356094799199,-2.98547509065304,199
1,ZH/EPlateau/Zimmerberg,2,0.00250183560200477,9,0.753910131216626,-8.78185037232407,19.6571390571508,-3.58973010145816,255
1,ZH/EPlateau/Zimmerberg,2,0.00248258900582683,10,0.763961871946282,-8.8999052158901,21.3679289715769,-2.993354243218,470
1,ZH/EPlateau/Zimmerberg,2,0.00247221413392172,11,0.774542909421276,-6.7638797048636,18.0977133909993,-3.21667664694163,775
1,ZH/EPlateau/Zimmerberg,2,0.00246317578693769,12,0.784727655247003,-5.41097671602861,17.1693104192151,-2.70195290140022,1150
1,ZH/EPlateau/Zimmerberg,2,0.002501045749761,13,0.795060181513435,-3.70761425580687,14.568261810168,-2.51847787209232,1883
1,ZH/EPlateau/Zimmerberg,2,0.00251474847455682,14,0.805418358830352,-3.67058637769615,13.5307586651699,-2.82365710125949,2461
1,ZH/EPlateau/Zimmerberg,2,0.00251765661466336,15,0.815420746832061,-3.2683845386983,12.8741577323892,-3.36154602722818,2893
1,ZH/EPlateau/Zimmerberg,2,0.00248253947941852,16,0.825486123168142,-2.23715360477104,11.6180652960607,-3.38199409505858,2684
1,ZH/EPlateau/Zimmerberg,2,0.00243741125594733,17,0.835501664333722,-4.01489610533659,13.0061501056693,-5.25243581845641,1759
1,ZH/EPlateau/Zimmerberg,2,0.00242230957485324,18,0.845537149301986,-5.91824997565872,15.4670673878878,-5.11404246148134,1009
1,ZH/EPlateau/Zimmerberg,2,0.00237109451067037,19,0.855653903338727,-7.92949046197836,18.2942106174991,-6.21873733149131,404
1,ZH/EPlateau/Zimmerberg,2,0.00238636284856343,20,0.86802617261826,-12.5093170150641,28.4835084086842,-3.2907962445393,174
1,ZH/EPlateau/Zimmerberg,3,0.0038120866258085,1,0.673729387432687,-18.5477604773634,34.2833953003573,-7.68898831526204,21
1,ZH/EPlateau/Zimmerberg,3,0.00410313566816684,2,0.682187882273652,-13.7514592313605,19.0345577976667,-6.125161521984,21
1,ZH/EPlateau/Zimmerberg,3,0.00400937932791142,3,0.692944054928948,-10.1788179975137,18.853221898748,-2.69398153763604,38
1,ZH/EPlateau/Zimmerberg,3,0.0039147250985343,4,0.702377091996182,-7.86271923507044,16.3343143782664,-1.60188601189166,46
1,ZH/EPlateau/Zimmerberg,3,0.00391384238028244,5,0.712844729991652,-6.02714706138393,12.1889157655188,-3.31161153561558,48
1,ZH/EPlateau/Zimmerberg,3,0.00384218167313356,6,0.72302221629208,-6.80843363445386,15.2676713147954,-2.1767303684575,81
1,ZH/EPlateau/Zimmerberg,3,0.00389208794880753,7,0.733747131199765,-5.24730032091129,16.929900704111,-1.12848742575719,184
1,ZH/EPlateau/Zimmerberg,3,0.00391105535239033,8,0.744142298872083,-7.58304780843519,16.2823952915805,-3.09265910046832,273
1,ZH/EPlateau/Zimmerberg,3,0.00391153609454825,9,0.754012053156286,-5.94102354591974,15.6293128952673,-2.33387994048015,481
1,ZH/EPlateau/Zimmerberg,3,0.00390941207279852,10,0.764244494561987,-7.74132203785533,15.8674293400036,-3.73504887487164,824
1,ZH/EPlateau/Zimmerberg,3,0.00392070262835657,11,0.77445776665401,-6.21329850197616,15.2559005485875,-2.96405763713235,1364
1,ZH/EPlateau/Zimmerberg,3,0.0039139469714156,12,0.784902837573482,-5.15720632648723,14.1463775789609,-3.21795964485531,2136
1,ZH/EPlateau/Zimmerberg,3,0.00392717483449218,13,0.795075339033419,-4.44706279613011,13.3951630988007,-3.34767110546563,3316
1,ZH/EPlateau/Zimmerberg,3,0.00393152253452244,14,0.805170539684894,-4.75854081976863,12.96363280214,-4.06475538931133,4393
1,ZH/EPlateau/Zimmerberg,3,0.00392218154179252,15,0.815353642152458,-5.58136450578696,12.969763336925,-5.10233885545147,4918
1,ZH/EPlateau/Zimmerberg,3,0.00394279015762004,16,0.825545043623685,-5.99860148477797,12.3857837375866,-6.3600736088003,4456
1,ZH/EPlateau/Zimmerberg,3,0.00395110487708318,17,0.835449645245423,-6.58905913637891,12.8192310833592,-7.83428193285361,3004
1,ZH/EPlateau/Zimmerberg,3,0.00398219176595102,18,0.845307202880503,-7.54195330835478,14.3680079505764,-7.88773514398722,1397
1,ZH/EPlateau/Zimmerberg,3,0.00393201728831912,19,0.855586273337243,-9.38861152580251,16.0356365729766,-6.72573571600161,460
1,ZH/EPlateau/Zimmerberg,3,0.00379491488742478,20,0.867161569103477,-13.1597234781237,22.2829669238117,-8.33282509249087,239
1,ZH/EPlateau/Zimmerberg,4,0.00546887875790666,1,0.673603400994213,-17.2306160018206,28.1525786655601,-11.3124981716793,7
1,ZH/EPlateau/Zimmerberg,4,0.0052438068215407,2,0.684154026045114,-14.9915869406633,28.0469732114106,-3.45229488729843,6
1,ZH/EPlateau/Zimmerberg,4,0.00531302933752167,3,0.692112048881,-14.0254013690321,20.4612898097094,-3.99890060789674,13
1,ZH/EPlateau/Zimmerberg,4,0.00543387409899485,4,0.702530405914635,-11.3725053895311,22.5324969829293,-3.16561112985739,35
1,ZH/EPlateau/Zimmerberg,4,0.00550893875715636,5,0.71229464048215,-8.28349286141196,20.9358361899094,-0.394881220664753,57
1,ZH/EPlateau/Zimmerberg,4,0.00530381272793535,6,0.723260287872033,-5.51511421345786,15.6689849125673,-1.77387222218594,88
1,ZH/EPlateau/Zimmerberg,4,0.00541135960520385,7,0.733489072501427,-8.28678031900277,17.6395061660579,-2.24763672214298,216
1,ZH/EPlateau/Zimmerberg,4,0.00539956372586886,8,0.743778398567398,-6.53487025457069,16.0984555783629,-2.43787107528355,301
1,ZH/EPlateau/Zimmerberg,4,0.00540000295268077,9,0.753784103687687,-7.53102646722786,16.8544309406257,-2.31722793374645,449
1,ZH/EPlateau/Zimmerberg,4,0.0054487010822476,10,0.76428290781588,-7.14502086452113,16.443098908599,-3.04946471161573,762
1,ZH/EPlateau/Zimmerberg,4,0.00543010847969656,11,0.774504347077952,-6.55034416927528,15.5213483010288,-3.31482278703725,1197
1,ZH/EPlateau/Zimmerberg,4,0.00541540839746884,12,0.78486152243555,-6.09329952102866,14.7872461979076,-3.45525440666714,1997
1,ZH/EPlateau/Zimmerberg,4,0.00541733123324893,13,0.795002432235895,-5.87415864896187,13.4088058662128,-4.32849345897736,3009
1,ZH/EPlateau/Zimmerberg,4,0.00542565979264496,14,0.805168083950355,-6.36566702361578,13.5440120850852,-4.81634299726861,4056
1,ZH/EPlateau/Zimmerberg,4,0.00544821438692038,15,0.815532307656332,-7.2845117391959,12.6984047639506,-6.96690750926754,4850
1,ZH/EPlateau/Zimmerberg,4,0.00544025512009262,16,0.825530446433285,-7.40362822001179,13.0811192025738,-7.24758211988387,5010
1,ZH/EPlateau/Zimmerberg,4,0.00546024707632348,17,0.835560527148185,-8.18226878056853,13.764480072744,-8.20043521552229,3655
1,ZH/EPlateau/Zimmerberg,4,0.0054511704585639,18,0.845322166657955,-9.18453179671389,15.640867161656,-8.60197251659798,1865
1,ZH/EPlateau/Zimmerberg,4,0.00547074417268589,19,0.855627200807837,-12.2698114992199,18.800338604893,-9.56820150117252,520
1,ZH/EPlateau/Zimmerberg,4,0.00538778639168686,20,0.866116768075033,-12.9701875179899,21.506753897183,-8.06842532713977,132
1,ZH/EPlateau/Zimmerberg,5,0.00711534133353474,1,0.673603400994212,-23.3142099665652,88.1909844819017,44.5629562820329,2
1,ZH/EPlateau/Zimmerberg,5,0.00642510828871513,2,0.678251934551346,-23.4721931266965,34.4146583081491,-13.1567346770449,2
1,ZH/EPlateau/Zimmerberg,5,0.00701107818075646,3,0.690493408241151,-16.0131913089531,37.0678702728634,-1.3634342533129,6
1,ZH/EPlateau/Zimmerberg,5,0.00688442212210828,4,0.704055770151683,-11.1504885097066,23.2917666286216,-1.45928212090316,19
1,ZH/EPlateau/Zimmerberg,5,0.00685053396583051,5,0.713414269331531,-7.35556850127932,15.4062629823364,-0.411014171693952,33
1,ZH/EPlateau/Zimmerberg,5,0.00695306972319104,6,0.723665913001214,-7.08237227975899,15.6656817825163,-0.637428337437596,62
1,ZH/EPlateau/Zimmerberg,5,0.00694665995431865,7,0.73332716673524,-5.65270326632291,14.1452359917019,-2.53080434494497,123
1,ZH/EPlateau/Zimmerberg,5,0.00694490342568299,8,0.743312432005309,-8.18389292167507,16.756637837918,-7.36119182449088,204
1,ZH/EPlateau/Zimmerberg,5,0.00693274248683041,9,0.753616053413007,-7.2134994131148,16.0910666807714,-4.47825541289398,333
1,ZH/EPlateau/Zimmerberg,5,0.00699943531224454,10,0.764246815711251,-7.36064031714766,15.3311335666795,-3.51045333000998,497
1,ZH/EPlateau/Zimmerberg,5,0.00697547445298655,11,0.774682584566433,-7.48472848572949,16.4402979003992,-3.20453551319281,820
1,ZH/EPlateau/Zimmerberg,5,0.00697923910502836,12,0.784796829883431,-6.82518785663592,15.3778186505371,-3.36303828198956,1464
1,ZH/EPlateau/Zimmerberg,5,0.00699694661854141,13,0.795006724557978,-6.76631664680015,14.0652310025634,-4.94707605120984,2140
1,ZH/EPlateau/Zimmerberg,5,0.00699308496125025,14,0.805366987493183,-7.33811633411032,13.6675780392555,-5.50669323765233,3332
1,ZH/EPlateau/Zimmerberg,5,0.00695471390677159,15,0.815398066612906,-8.06395724931044,14.4420584794854,-6.1900483622296,3898
1,ZH/EPlateau/Zimmerberg,5,0.00695981514245042,16,0.825466815764478,-7.92093859605447,14.1430882020527,-6.90200203369624,3558
1,ZH/EPlateau/Zimmerberg,5,0.00695605110960941,17,0.835511204865182,-8.48568827148537,14.5180102171643,-7.54761824601515,2686
1,ZH/EPlateau/Zimmerberg,5,0.00695679720328816,18,0.845461024973848,-9.1986264194825,14.9007794198213,-8.02145809971992,1265
1,ZH/EPlateau/Zimmerberg,5,0.00695235325862295,19,0.855584859417588,-9.65738510457084,15.2592159463435,-7.07710176259298,442
1,ZH/EPlateau/Zimmerberg,5,0.00693807809906577,20,0.86627977238861,-13.0035601822699,21.392701287094,-8.4393492255274,122
1,ZH/EPlateau/Zimmerberg,6,0.00828555093745541,1,0.674365444420537,-34.6105017713857,45.6426049913038,-15.7493224823139,1
1,ZH/EPlateau/Zimmerberg,6,0.00785284088046603,2,0.68217923547398,-16.4986046361273,50.6301770216928,13.5862641104806,2
1,ZH/EPlateau/Zimmerberg,6,0.00908243182767611,3,0.694486463172473,-28.5175545172249,64.6420482756777,-9.38954120063838,3
1,ZH/EPlateau/Zimmerberg,6,0.00847418498199583,4,0.703273607504245,-14.1607744998293,22.2951262493961,-7.16958707278072,7
1,ZH/EPlateau/Zimmerberg,6,0.00851611226048377,5,0.71159199975949,-6.68879793569433,14.4236913929667,-2.70593891594068,8
1,ZH/EPlateau/Zimmerberg,6,0.00854206835900397,6,0.723250836527231,-1.80084943231184,10.2373685876279,2.579173667313,32
1,ZH/EPlateau/Zimmerberg,6,0.00853288524400227,7,0.733837431835919,-6.09583926178398,15.0427954499584,-1.93998913513521,57
1,ZH/EPlateau/Zimmerberg,6,0.00853667140087896,8,0.743808928179626,-7.55110108576611,13.856305047646,-5.21093103544035,137
1,ZH/EPlateau/Zimmerberg,6,0.00844242122450727,9,0.754210963776884,-8.51292896277919,19.5956914752434,-2.47506821824705,219
1,ZH/EPlateau/Zimmerberg,6,0.00848533275182694,10,0.764079906682649,-8.55850820427773,18.0631012472269,-2.48067373295689,370
1,ZH/EPlateau/Zimmerberg,6,0.0085545097554503,11,0.77455507972683,-6.46102946354361,13.1649484709586,-3.42320237954192,633
1,ZH/EPlateau/Zimmerberg,6,0.00853662642139502,12,0.784936453847115,-6.58076428412046,13.8392293736092,-3.99659129474563,999
1,ZH/EPlateau/Zimmerberg,6,0.0085203529596894,13,0.795002050488095,-7.21614626656142,14.9415286260336,-4.8374032186687,1593
1,ZH/EPlateau/Zimmerberg,6,0.00852263548842266,14,0.80516247052866,-7.47974761287276,14.1946922729513,-5.43872644408052,2270
1,ZH/EPlateau/Zimmerberg,6,0.00851359775254808,15,0.815402664416797,-7.91531050494527,14.5060528583038,-5.82694361840621,2296
1,ZH/EPlateau/Zimmerberg,6,0.00850712637176143,16,0.825557155066158,-8.30168554815967,14.7457127751668,-6.79434088181786,2234
1,ZH/EPlateau/Zimmerberg,6,0.00849662867905868,17,0.835319529071277,-8.99107889887633,16.3791078608854,-7.35582985127694,1556
1,ZH/EPlateau/Zimmerberg,6,0.00853693131103134,18,0.84563749867737,-8.79111630544374,16.0873912978585,-6.88328506056019,761
1,ZH/EPlateau/Zimmerberg,6,0.00850617297247769,19,0.855170689501056,-8.44458087600717,14.0947363289366,-6.76358743225504,223
1,ZH/EPlateau/Zimmerberg,6,0.00841878687422478,20,0.867561226117749,-14.2236302426428,21.9338905571335,-8.13931944406285,68
1,ZH/EPlateau/Zimmerberg,7,NaN,1,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,7,NaN,2,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,7,0.0105629796448606,3,0.696584495018275,-5.60909146413082,21.6866144816929,12.7675611660404,1
1,ZH/EPlateau/Zimmerberg,7,0.0100790686762535,4,0.703561513557734,-10.6826677094913,27.8014902103759,0.238845428816553,5
1,ZH/EPlateau/Zimmerberg,7,0.0101230031218608,5,0.715312279736836,-10.7493283957095,19.0226756418481,-5.85237372317992,6
1,ZH/EPlateau/Zimmerberg,7,0.0101832136026595,6,0.723930855219769,-11.1580296280663,15.0907274797817,-7.19850348975923,22
1,ZH/EPlateau/Zimmerberg,7,0.0101213518786012,7,0.733978192308568,-3.75507657907916,9.93637906378409,-1.7215933880183,39
1,ZH/EPlateau/Zimmerberg,7,0.0100834409520594,8,0.744196597054367,-2.80710978325638,12.1188896977118,-0.565538062161438,72
1,ZH/EPlateau/Zimmerberg,7,0.0100066510629256,9,0.754236481370544,-6.32158935704091,16.9364660753667,-0.0886356311906454,124
1,ZH/EPlateau/Zimmerberg,7,0.0100985628074883,10,0.764678494564216,-6.89815597206713,13.9182809420513,-1.75425718594472,222
1,ZH/EPlateau/Zimmerberg,7,0.0100772237002884,11,0.774037561292416,-7.79071587006726,13.9321746791571,-4.7952224567542,430
1,ZH/EPlateau/Zimmerberg,7,0.0100669984603919,12,0.784861865761897,-7.53090881866023,14.8607223803964,-3.50515485943641,605
1,ZH/EPlateau/Zimmerberg,7,0.0100774188695882,13,0.795303156828595,-7.57159162943042,15.4405605907843,-4.19250389129263,1012
1,ZH/EPlateau/Zimmerberg,7,0.0100587655110476,14,0.805178309754743,-8.07879252209771,15.3072934900032,-5.48901017888305,1295
1,ZH/EPlateau/Zimmerberg,7,0.0100592608840479,15,0.815321179550367,-8.25178603445025,15.0813134517956,-6.19471512203473,1350
1,ZH/EPlateau/Zimmerberg,7,0.0100677073552126,16,0.825410397975773,-8.48447233524436,15.3688995493847,-7.02466877625081,1247
1,ZH/EPlateau/Zimmerberg,7,0.0100576117660426,17,0.835349842464551,-8.46672014015351,14.490483594557,-6.53226762981858,893
1,ZH/EPlateau/Zimmerberg,7,0.0100639841052642,18,0.845430411437028,-8.24623177740019,14.5879871874197,-6.92289149321928,404
1,ZH/EPlateau/Zimmerberg,7,0.0101208042062044,19,0.855306100682967,-8.9675105515006,15.2739777477749,-6.10112589857986,98
1,ZH/EPlateau/Zimmerberg,7,0.010014689996814,20,0.866206262783682,-4.8519766412618,15.0120854820273,0.815562649606871,29
1,ZH/EPlateau/Zimmerberg,8,NaN,1,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,8,NaN,2,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,8,NaN,3,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,8,0.0117635742851669,4,0.703073311891255,-14.0116537795349,17.8656418824002,-9.76797636155577,5
1,ZH/EPlateau/Zimmerberg,8,0.0114424835527929,5,0.710648477468991,-9.37213280043424,19.7987332432245,-7.99524776054816,11
1,ZH/EPlateau/Zimmerberg,8,0.0116851663547504,6,0.723009540072553,-3.36820700060284,9.64482677409872,-8.8785647880537,18
1,ZH/EPlateau/Zimmerberg,8,0.0116152605867014,7,0.733397957277973,-8.74439475721345,21.6073289978321,-2.88518172167966,24
1,ZH/EPlateau/Zimmerberg,8,0.0116239378541051,8,0.743056037092503,-4.94414626436863,14.6234886830854,0.741488406928956,46
1,ZH/EPlateau/Zimmerberg,8,0.0116197162629384,9,0.754197385981783,-3.89538461609366,10.9566413934282,-0.48256458351082,76
1,ZH/EPlateau/Zimmerberg,8,0.0116517880800021,10,0.764493961382899,-7.31256118436363,15.431163917321,-0.97145640691253,137
1,ZH/EPlateau/Zimmerberg,8,0.0116827298548756,11,0.774551871876097,-5.24419504117158,11.9164844092842,-1.43261692237454,266
1,ZH/EPlateau/Zimmerberg,8,0.0116675699530491,12,0.784940199081142,-7.83584939364707,17.0602805249587,-3.02169092556065,357
1,ZH/EPlateau/Zimmerberg,8,0.0116427007282336,13,0.795164801001949,-7.84354749899666,15.8470258905729,-3.60435458607225,533
1,ZH/EPlateau/Zimmerberg,8,0.0115957585101351,14,0.805167766183497,-7.93309925425708,15.6754602918002,-5.07135460313053,737
1,ZH/EPlateau/Zimmerberg,8,0.0116450527565661,15,0.815291145644669,-8.54676466204675,15.9026382108424,-5.82245330093257,761
1,ZH/EPlateau/Zimmerberg,8,0.0116285380017382,16,0.825481458741217,-7.1715397028192,14.3113709248774,-6.52406360347467,619
1,ZH/EPlateau/Zimmerberg,8,0.0116726794444969,17,0.835748189329442,-7.38272073933387,14.5915873443095,-5.72947212435789,473
1,ZH/EPlateau/Zimmerberg,8,0.0116504770349936,18,0.845315389942314,-7.39245236010042,13.9111573851952,-5.72856519090739,205
1,ZH/EPlateau/Zimmerberg,8,0.0116657048681024,19,0.854741581926304,-7.65627540515493,15.0486353238451,-5.3423586323436,56
1,ZH/EPlateau/Zimmerberg,8,0.0114421249522706,20,0.863759133021545,-11.2432585792381,13.443556824862,-7.75905031693337,10
1,ZH/EPlateau/Zimmerberg,9,NaN,1,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,9,NaN,2,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,9,NaN,3,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,9,NaN,4,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,9,0.0137672622436335,5,0.712092389857747,1.37788846925491,13.095395958832,6.41252747568396,3
1,ZH/EPlateau/Zimmerberg,9,0.0132630886129581,6,0.723354339784311,-3.5414332045304,17.1805262140736,-0.848457029440971,10
1,ZH/EPlateau/Zimmerberg,9,0.0131573340639773,7,0.732841907375398,-4.90171516404815,11.6589535362063,1.43227466650963,11
1,ZH/EPlateau/Zimmerberg,9,0.0130242632559297,8,0.742836528745984,-7.78244775340077,12.9541966414773,-2.7859317306848,26
1,ZH/EPlateau/Zimmerberg,9,0.0131536245432255,9,0.753857101447847,-6.74273874535738,11.5149123370391,-2.09593563058739,42
1,ZH/EPlateau/Zimmerberg,9,0.0132389183203128,10,0.764406831314347,-6.12805812430868,12.715126727117,-2.70164220819951,77
1,ZH/EPlateau/Zimmerberg,9,0.0131680653068521,11,0.774674370848743,-7.18776301596652,15.231831346168,-0.685631402972408,144
1,ZH/EPlateau/Zimmerberg,9,0.0131211770474232,12,0.784430174821838,-6.1411612380773,13.940379998545,-2.30308867703179,230
1,ZH/EPlateau/Zimmerberg,9,0.0131863789698845,13,0.79497874583709,-7.63666879870513,17.3988990199272,-2.2096237803168,315
1,ZH/EPlateau/Zimmerberg,9,0.0132000042317385,14,0.805187153913451,-8.61927045338733,15.9748230708935,-4.43026642690328,413
1,ZH/EPlateau/Zimmerberg,9,0.0131959574315151,15,0.815213719752364,-8.82317735665719,15.6382270637427,-6.0243685299402,452
1,ZH/EPlateau/Zimmerberg,9,0.0132213714588935,16,0.825374369089385,-8.66207002049334,15.2162678908139,-7.22037255841705,384
1,ZH/EPlateau/Zimmerberg,9,0.0131615552331546,17,0.835490002528518,-8.29963797113447,16.7232420016567,-4.06554115781349,254
1,ZH/EPlateau/Zimmerberg,9,0.0132120811255211,18,0.845299433851136,-7.51123464077299,15.8452698145243,-4.2691060339228,112
1,ZH/EPlateau/Zimmerberg,9,0.0131517757394585,19,0.854919709524335,-3.7051716824311,11.5173081999991,-0.766679006215587,39
1,ZH/EPlateau/Zimmerberg,9,0.0133758892218363,20,0.863878930247842,-14.2331297374053,24.987972873973,-4.70820122218371,3
1,ZH/EPlateau/Zimmerberg,10,NaN,1,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,10,NaN,2,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,10,NaN,3,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,10,NaN,4,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,10,NaN,5,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,10,0.0147437970249676,6,0.72527735927438,-4.83796245886124,19.7171864621607,-9.57814146609942,4
1,ZH/EPlateau/Zimmerberg,10,0.0151424821246323,7,0.734314922860713,-9.87810158813632,31.5562241506377,4.68388928535509,6
1,ZH/EPlateau/Zimmerberg,10,0.0148040927819406,8,0.742035989205819,-8.7830506064125,12.9023752858502,-0.0129980501222402,15
1,ZH/EPlateau/Zimmerberg,10,0.0147684122782501,9,0.75542945776465,-9.21494725367967,13.719818684236,-1.70260723786995,14
1,ZH/EPlateau/Zimmerberg,10,0.0147544780363716,10,0.763865937410497,-6.99369966711408,11.5287306237388,-4.04077289872428,52
1,ZH/EPlateau/Zimmerberg,10,0.0146633167432815,11,0.773944732947388,-5.3656821227793,18.5169181090287,2.13233387660537,61
1,ZH/EPlateau/Zimmerberg,10,0.0146642426226011,12,0.785299722656791,-8.74393234919584,20.0812702893883,-1.41145810869439,94
1,ZH/EPlateau/Zimmerberg,10,0.0147359231155994,13,0.795101178092355,-7.27889062345903,15.6143025070414,-4.12053934493995,185
1,ZH/EPlateau/Zimmerberg,10,0.0146730223231088,14,0.805129973862547,-6.96292727795995,14.7924944398219,-2.36194957357078,244
1,ZH/EPlateau/Zimmerberg,10,0.0147100879687327,15,0.815535547339285,-8.43727618521951,15.9719752320626,-4.5675613246552,204
1,ZH/EPlateau/Zimmerberg,10,0.0147343153011474,16,0.825069912883674,-9.14084761180982,17.536637013932,-3.73990099075617,196
1,ZH/EPlateau/Zimmerberg,10,0.0146736902981082,17,0.835890596284358,-8.43210655472897,14.6781521067696,-5.18861683723182,110
1,ZH/EPlateau/Zimmerberg,10,0.0146508851009373,18,0.8453862483259,-11.1891749484384,21.4464734269186,-5.06005468178837,53
1,ZH/EPlateau/Zimmerberg,10,0.0146848268974278,19,0.855636104894125,-11.6760365352956,19.5202087126948,-5.96383149886324,10
1,ZH/EPlateau/Zimmerberg,10,0.0146711759815258,20,0.863473675440286,-28.3366816180799,54.7784974244244,-18.8563408267865,1
1,ZH/EPlateau/Zimmerberg,11,NaN,1,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,11,NaN,2,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,11,NaN,3,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,11,NaN,4,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,11,NaN,5,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,11,NaN,6,NaN,NaN,NaN,NaN,0
1,ZH/EPlateau/Zimmerberg,11,0.0162320787042138,7,0.735370137590402,-11.3274385304733,23.8531914493914,0.893845814416683,4
1,ZH/EPlateau/Zimmerberg,11,0.0161447585820978,8,0.743532454447222,-6.09426846825903,17.939390394403,-5.16926705035385,9
